word	sense_number	usage_note	definition
décollectiviser	1		Libérer un appareil de production (terres, usines, entreprises, etc.) d'un contrôle collectif.
décollectiviser	2		Supprimer le caractère collectif en faisant passer la production au secteur privé.
décompenser	1		Aggraver par arrêt de la compensation.
déconventionner	1		Faire cesser le fait d'être conventionné.
décrêper	1		Faire cesser d'être crépus (pour des cheveux).
décriminaliser	1		Arrêter de considérer comme relevant du droit criminel.
défatiguer	1		Ôter la fatigue.
dégrosser	1		Faire passer l'or ou l'argent par la filière, pour le rendre plus menu.
déguiller	1	[]	Abattre, faire tomber.
dépatrier	1		Enlever sa patrie à (quelqu'un).
dépigeonner	1		Débarrasser des pigeons.
dépigeonniser	1		Débarrasser des pigeons.
déruraliser	1		Faire perdre son caractère rural à 'quelque chose).
désensimer	1		Dégraisser (les fils, qui étaient gras à cause de l'ensimage).
désiler	1		Retirer d'un silo.
désindustrialiser	1		Faire perdre son caractère industriel à (une région, par exemple).
désoperculer	1		Retirer des opercules (des rayons dans une ruche, en particulier).
désurchauffer	1		Faire perdre son caractère surchauffé à (de la vapeur).
désymboliser	1		Faire perdre son caractère de symbole à (quelque chose).
désyndicaliser	1		Faire perdre leur influence aux syndicats dans (une entreprise, par exemple).
détalonner	1		Réduire ou chanfreiner le talon de.
détartiner	1		Enlever ce qui avait été tartiné sur (quelque chose).
détoiturer	1		Enlever la toiture de (quelque chose).
dictaphoner	1		Dicter sur un dictaphone.
diéséliser	1		Équiper de diésels.
discounter	1		Accorder un discount sur.
doublonner	1		Constituer un doublon.
draver	1	[]	Transporter (du bois) par flottage.
édredonner	1		Recouvrir, comme avec de l'édredon.
euthanasier	1		Tuer en considérant cet acte comme une euthanasie.
évangiler	1	['diachronic:désuet']	Soulager en lisant un évangile devant une effigie de saint.
fluidiser	1		Rendre fluide.
foulonner	1		Fouler le cuir.
franchiser	1		Adopter le système commercial de la franchise pour (une entreprise).
fransquillonner	1	[]	Parler le français de façon affectée, en évitant de montrer son accent.
garouter	1		Circuler la nuit sous forme de garou.
gatter	1	[]	Ne pas aller à ses cours à l'école.
grafigner	1		Égratigner.
grenader	1		Attaquer en lançant une grenade.
gypser	1		Ajouter du gypse à.
gypser	2	[]	Mettre du plâtre sur.
héliographier	1	[]	Reproduire par héliographie.
héliograver	1	[]	Imprimer par héliogravure.
hélitransporter	1		Transporter par hélicoptère.
hélitreuiller	1		Treuiller à partir d'un hélicoptère.
helvétiser	1		Faire devenir plus helvétique.
hépatiser	1		Subir l'hépatisation.
hominiser	1		Transformer en être humain (du genre Homo).
horodater	1		Ajouter automatiquement l'heure et la date à.
hydrotraiter	1		Faire subir un hydrotraitement à.
hyperfonctionner	1		Fonctionner de façon trop importante.
hypofonctionner	1		Fonctionner de façon insuffisante.
inalper	1	[]	Mener les troupeaux aux alpages.
indaguer	1	[]	Enquêter.
internaliser	1		Faire réaliser en interne (ce qui était auparavant confié à des sociétés extérieures).
irakiser	1	[]	Faire devenir plus irakien.
iraquiser	1	[]	Faire devenir plus iraquien.
iraqiser	1	[]	Autre orthographe diraquiser.
jésuitiser	1		Donner un caractère jésuite à.
jobarder	1	[]	Duper.
junioriser	1		Donner un caractère junior à.
latéraliser	1		Attribuer un côté à.
léchouiller	1	[]	Lécher.
levretter	1		Chasser à courre avec des lévriers.
levretter	2		Mettre bas, en parlant de la lapine ou de la hase.
levretter	3	[]	Pratiquer la levrette.
lyser	1		Dissoudre par un mécanisme de lyse.
mentaliser	1		Se représenter mentalement.
métamériser	1		Se segmenter en métamères.
métamorphiser	1		Transformer (une roche) en la laissant à l'état solide.
métastaser	1		Produire une métastase.
météoriser	1		Gonfler et distendre l'abdomen par des flatuosités.
météoriser	2		Se dégrader, subir une érosion, être érodé.
avoir plus facile	1	[]	Avoir plus de facilité.
méthaniser	1		Produire du méthane à partir de.
minimaliser	1		Rendre minimal.
multigraphier	1	[]	Imprimer en utilisant un multigraphe.
nanifier	1		Rendre naine (une plante) en l'empêchant de grandir.
oraliser	1		Exprimer par oral.
oraliser	2		Pour les sourds, s'exprimer sans utiliser la LSF, en lisant sur les lèvres et en utilisant une langue orale.
se piquer le nez	1	[]	Boire des boissons alcoolisées plus que de raison ; s'enivrer.
ozoner	1		Traiter à l'ozone.
packager	1		Concevoir l'emballage, le packaging, de.
parenthéser	1		Entourer de parenthèses.
parkériser	1		Protéger (des pièces métalliques) par traitement au phosphate.
pelliculer	1	[]	Appliquer une pellicule sur une surface.
photocomposer	1		Composer par la technique de la photocomposition.
photograver	1		Reproduire par photogravure.
polygoniser	1		Transformer (une image, en particulier) en une série de polygones.
préformer	1		Donner une première forme à.
raicher	1	[]	Cueillir les quelques fruits qui ont pu être laissés dans l'arbre.
prérégler	1		Assurer un premier réglage (réglage par défaut).
prester	1		Fournir une prestation de services.
prester	2	[]	Assurer en tant que prestation.
prétériter	1	[]	Désavantager, léser, nuire.
provisionner	1	[]	Prévoir en tant que provision.
révérence parler	1	['attitudinal:populaire']	Formule d'excuse pour dire une chose qui pourrait blesser.
psychiatriser	1		Faire relever de la psychiatrie.
rapercher	1	[]	Ramasser, trouver, regrouper.
raucher	1		Remettre à section (une galerie, dans une mine).
raucher	2		Rehausser.
re-tourner	1		Tourner de nouveau (un film).
re-re-tourner	1		Tourner (un film, une séquence) pour la troisième fois.
reretourner	1		Revenir à un endroit où on a déjà été plusieurs fois.
reretourner	2	['gram:transitif']	Tourner encore, une nouvelle fois.
reretourner	3	['gram:pronominal']	Se retourner encore une fois.
réaccoutumer	1		Accoutumer de nouveau.
recatéchiser	1		Catéchiser à nouveau.
recentrer	1		Faire revenir vers le centre.
redécoller	1		Décoller à nouveau.
réembobiner	1		Variante de rembobiner.
réemprunter	1		Emprunter à nouveau.
réenfourner	1		Enfourner à nouveau.
varger	1	['diatopic:Canada']	Cogner, frapper (parfois violemment), par exemple à l'aide d'une verge.
varger	2	['diatopic:Canada']	Faire grande impression, frapper.
régater	1		Faire une régate.
régater	2	[]	Entrer en concurrence avec quelqu'un ou quelque chose.
remmouler	1		Réassembler les différentes parties du moule avant d'y mettre le métal à mouler.
remouler	1		Mouler à nouveau.
rempierrer	1		Empierrer à nouveau.
renipper	1		Nipper à neuf, fournir en nouveaux vêtements.
renipper	2	[]	Réparer, remettre à neuf.
resurchauffer	1		Surchauffer à nouveau (de la vapeur).
retexturer	1		Donner une nouvelle texture à.
retuber	1		Mettre de nouveaux tubes à.
rubriquer	1		Affecter à une certaine rubrique, mettre en rubrique.
rubriquer	2		Donner une rubrique à.
rubriquer	3	['diachronic:vieilli']	Coloriser, et plus spécialement passer au rouge.
russiser	1		Rendre plus russe.
slicer	1	['loan:anglicisme']	Donner un effet de slice, coupé à (une balle).
sociabiliser	1		Rendre sociable, adapter à la vie en société.
sous-déclarer	1		Déclarer moins que la réalité.
sous-exploiter	1		Exploiter moins que ce qui serait possible.
sous-utiliser	1		Utiliser moins que ce qui serait possible et souhaitable.
spermer	1		Éjaculer du sperme.
sulfiniser	1		Procéder à la sulfinisation de.
rencloîtrer	1		Enfermer de nouveau dans un cloître.
prévôtalement	1		D'une manière prévôtale, sans appel.
proditoirement	1	[]	En trahison, en traitre.
débarbariser	1		Ôter la barbarie, polir.
de long en large	1		En longueur et en largeur, alternativement.
en long	1		En longueur, dans le sens de la longueur.
comme en 14	1		Se dit lorsqu'on retombe dans les mêmes errements.
sulfuriser	1		Traiter par l'acide sulfurique.
surdévelopper	1		Développer plus longtemps (une photo insuffisamment exposée).
surinformer	1		Informer de façon excessive, submerger d'informations.
tambouiller	1		Cuisiner, préparer.
téfloniser	1		Recouvrir de Teflon.
télématiser	1		Informatiser avec des moyens télématique.
thermoformer	1		Donner une forme par thermoformage.
thermograver	1		Graver au four par action de la chaleur, par thermogravure.
travailloter	1		Travailler un peu seulement.
treuiller	1		Soulever avec un treuil.
treuiller	2		Boire de l'alcool avec excès.
ultrafiltrer	1		Filtrer à travers une membrane semi-perméable.
vapocraquer	1	[]	Faire la pyrolyse d'hydrocarbures par vapocraquage.
varioliser	1		Injecter le virus de la variole dans le but d'immuniser.
vectoriser	1		Mettre sous forme de vecteurs.
vectoriser	2	['sem:par extension']	Transformer, automatiquement ou non, une image matricielle (définie selon une grille de pixels) en image vectorielle (définie par des instructions de tracé géométrique).
vectoriser	3	['sem:par extension']	Optimiser, automatiquement ou non, un code source de logiciel en faisant faire effectuer un même calcul sur de nombreux jeux de données à la fois (représentées sous forme d'un tableau appelé « vecteur ») par un matériel adapté, plutôt que d'effectuer ce calcul de façon répétée pour chaque jeu de données (scalaire).
vulnérabiliser	1		Rendre plus vulnérable.
xérographier	1		Reproduire par xérographie.
yoler	1	[]	Faire de la yole.
zeppeliner	1		Voyager en Zeppelin.
zeppeliner	2		Attaquer en Zeppelin (?).
muder	1	[]	Faire passer la vergue ou l'antenne d'une voile d'un côté à l'autre du mât.
noper	1		Synonyme de énouer.
de haut	1		Avec hauteur ; avec arrogance ; avec dédain.
de haut	2		En supervisant.
saumoner	1		Devenir de la couleur du saumon.
saumoner	2		Garnir de saumon.
saumoner	3		Se déplacer dans un train en marche, notamment dans un TGV, pour être en position plus favorable lors de son arrêt, une fois arrivé à destination.
prendre un verre	1		Boire un coup, boire.
s'offusquer	1		Être choqué, se formaliser.
se voiler la face	1	[]	Se couvrir le visage pour ne pas voir un spectacle qu'on réprouve.
se voiler la face	2	[]	Refuser d'admettre la réalité.
offshoriser	1		Rendre offshore, délocaliser dans un pays étranger pour des raisons financières.
réaffubler	1		Affubler à nouveau.
réaffûter	1		Affûter de nouveau.
réafricaniser	1		Africaniser à nouveau.
réagacer	1		Agacer à nouveau.
réaggraver	1		Aggraver à nouveau.
réagréger	1		Agréger à nouveau.
réagrémenter	1		Agrémenter à nouveau.
réagresser	1		Agresser à nouveau.
réaider	1		Aider à nouveau.
reféculer	1		Rajouter à nouveau de la fécule ou des féculents à.
refédérer	1		Fédérer à nouveau.
refêler	1		Fêler à nouveau.
reféliciter	1		Féliciter à nouveau.
refendiller	1		Fendiller à nouveau.
refenêtrer	1		Fenêtrer à nouveau.
réagréer	1		Agréer à nouveau.
embas	1	[]	Qui se disait pour en bas.
rêner	1		Mettre la rêne à un cheval.
rêner	2	[]	Ordonner.
arioso	1	[]	Indique un chant soutenu et approprié aux airs.
consubstantiellement	1		D'une manière consubstantielle.
spectroscopiquement	1		Par le procédé de la spectroscopie.
disproportionnément	1		D'une manière disproportionnée.
représentativement	1		D'une manière représentative.
interprétativement	1		D'une manière interprétative.
difficultueusement	1	[]	D'une manière difficultueuse.
réactionnairement	1		D'une façon réactionnaire.
mettre à sac	1		Saccager.
se taper la cloche	1		Manger à sa faim.
se taper la cloche	2		Manger à foison.
anthropocentriser	1		Rendre anthropocentrique.
asiatiser	1		Rendre plus asiatique.
auto-corriger	1		Corriger ce qu'on a soi-même fait.
auto-corriger	2	[]	Se corriger soi-même.
auto-décharger	1		Se décharger de soi-même.
autodécharger	1		Se décharger de soi-même.
auto-envoyer	1		S'envoyer à soi-même.
autoenvoyer	1		S'envoyer à soi-même.
auto-fermer	1		Se fermer de soi-même.
autofermer	1		Se fermer de soi-même.
auto-frapper	1		Se frapper soi-même.
autofrapper	1		Se frapper soi-même.
auto-mystifier	1		Se mystifier soi-même.
automystifier	1		Se mystifier soi-même.
auto-réprimander	1		Se réprimander soi-même.
autoréprimander	1		Se réprimander soi-même.
auto-réprimer	1		Se réprimer soi-même.
autoréprimer	1		Se réprimer soi-même.
auto-taxer	1		Se taxer soi-même.
autotaxer	1		Se taxer soi-même.
auto-renvoyer	1		Se renvoyer de soi-même.
autorenvoyer	1		Se renvoyer de soi-même.
auto-licencier	1		Se licencier soi-même.
autolicencier	1		Se licencier soi-même.
problématiquement	1		D'une manière problématique.
autonomiser	1		Rendre autonome (ou plus autonome).
basquiser	1		Rendre plus basque.
corsiser	1		Rendre corse, ou plus corse.
corsifier	1		Rendre plus corse.
instrumentalement	1		D'une manière instrumentale.
désanthropocentriser	1		Faire perdre son caractère anthropocentrique à (quelque chose).
inappréciablement	1		D'une manière inappréciable.
espérantiser	1		Augmenter l'influence de l'espéranto chez (quelque chose).
éthiopiser	1		Rendre plus éthiopien.
bâtir à chaux et à sable	1		Construire, bâtir solidement.
étymologiser	1		Donner l'étymologie de.
étymologiser	2		S'occuper d'étymologie.
marketer	1		Promouvoir par les méthodes du marketing.
missionner	1		Envoyer en mission officielle.
missionner	2		Charger d'une mission religieuse.
missionner	3		Exercer une activité missionnaire.
normandiser	1		Rendre plus normand.
normandiser	2		Parler normand.
piémontiser	1		Donner un caractère piémontais à.
romandiser	1		Donner un caractère romand à.
seychelliser	1	[]	Rendre plus seychellois.
sicilianiser	1		Rendre plus sicilien.
somaliser	1		Donner un caractère somalien à.
soussigner	1		Mettre sa signature au bas d'une lettre, d'un acte, etc.
youyouter	1		Pousser des cris de joie, des youyous.
in corpore	1		Dans le corps d'une personne.
in corpore	2	[]	Du corps d'une personne.
in corpore	3		Tous ensemble, au complet.
disconvenablement	1		D'une manière qui ne convient pas.
disciplinairement	1		Conformément à la discipline, suivant les règles de la discipline.
croustilleusement	1		D'une manière plaisante, graveleuse.
contributoirement	1	[]	Par forme de contribution.
communicativement	1		D'une manière communicative.
quadringentesimo	1		Quatre-centièmement.
proportionnément	1		En proportion, à proportion, d'une manière proportionnée.
participialement	1	[]	À la façon d'un participe, par le participe.
inostensiblement	1		D'une manière inostensible.
généalogiquement	1		D'une manière généalogique.
frustratoirement	1		D'une manière frustratoire, sans aucun fruit.
délibérativement	1		D'une façon délibérative.
distributivement	1	[]	En un sens distributif.
contentieusement	1		Par voie contentieuse.
concentriquement	1		D'une façon concentrique.
cabalistiquement	1		D'une manière cabalistique.
à l'entour	1		Aux environs.
à l'entour	2	[]	Tout autour.
préliminairement	1		Avant d'entrer en matière.
désencapuchonner	1		Ôter un capuchon.
désencapuchonner	2		Faire quitter un habit de moine.
mélodramatiser	1		Se comporter de façon mélodramatique.
mélodramatiser	2		Rendre mélodramatique.
embataillonner	1		Former des soldats, des compagnies en bataillon.
désaiguilleter	1		Défaire les aiguillettes.
désaccompagner	1		Cesser d'accompagner.
déglouteronner	1		Débarrasser la laine des glouterons.
ignorantifier	1		Rendre ignorant par l'infusion de la forme d'ignorance, suivant la physique d'Aristote où la matière devenait telle ou telle par l'adjonction d'une forme ou qualité.
